180,121,94,81,72,69,75,90
180,121,94,81,72,69,75,90
179,121,95,81,73,69,74,90
179,121,95,81,73,69,74,89
178,122,95,81,73,69,74,89
178,122,95,81,73,69,74,89
177,122,95,82,73,69,74,89
177,122,96,82,73,69,74,88
177,123,96,82,73,69,73,88
176,123,96,82,73,69,73,88
176,123,96,82,73,68,73,88
175,123,96,82,73,68,73,88
175,123,96,82,73,68,73,87
174,124,97,82,73,68,73,87
174,124,97,83,73,68,73,87
174,124,97,83,73,68,72,87
173,124,97,83,73,68,72,86
173,124,97,83,74,68,72,86
172,125,97,83,74,68,72,86
172,125,98,83,74,68,72,86
171,125,98,83,74,68,72,86
171,125,98,84,74,68,72,85
171,125,98,84,74,68,71,85
170,126,98,84,74,68,71,85
170,126,99,84,74,68,71,85
169,126,99,84,74,68,71,84
169,126,99,84,74,68,71,84
168,126,99,84,74,68,71,84
168,127,99,85,74,68,71,84
168,127,99,85,74,68,70,84
167,127,100,85,75,68,70,83
167,127,100,85,75,68,70,83
166,127,100,85,75,68,70,83
166,127,100,85,75,68,70,83
165,128,100,85,75,68,70,82
165,128,100,85,75,68,70,82
165,128,101,86,75,68,70,82
164,128,101,86,75,68,69,82
164,128,101,86,75,68,69,82
163,128,101,86,75,68,69,81
163,129,101,86,75,68,69,81
162,129,101,86,76,68,69,81
162,129,102,86,76,68,69,81
162,129,102,87,76,68,69,80
161,129,102,87,76,68,69,80
161,129,102,87,76,68,68,80
160,130,102,87,76,68,68,80
160,130,102,87,76,68,68,80
159,130,103,87,76,68,68,79
159,130,103,87,76,68,68,79
159,130,103,88,76,68,68,79
158,130,103,88,77,68,68,79
158,130,103,88,77,68,68,79
157,131,103,88,77,68,68,78
157,131,104,88,77,68,67,78
156,131,104,88,77,68,67,78
156,131,104,89,77,68,67,78
156,131,104,89,77,68,67,77
155,131,104,89,77,68,67,77
155,131,104,89,77,68,67,77
154,131,104,89,77,68,67,77
154,131,105,89,78,68,67,77
153,132,105,89,78,68,67,76
153,132,105,90,78,68,67,76
153,132,105,90,78,69,67,76
152,132,105,90,78,69,66,76
152,132,105,90,78,69,66,76
151,132,105,90,78,69,66,75
151,132,106,90,78,69,66,75
150,132,106,90,78,69,66,75
150,132,106,91,79,69,66,75
150,132,106,91,79,69,66,75
149,133,106,91,79,69,66,74
149,133,106,91,79,69,66,74
148,133,107,91,79,69,66,74
148,133,107,91,79,69,66,74
147,133,107,91,79,69,66,74
147,133,107,92,79,69,65,73
147,133,107,92,80,69,65,73
146,133,107,92,80,69,65,73
146,133,107,92,80,69,65,73
145,133,107,92,80,69,65,73
145,133,108,92,80,69,65,72
144,133,108,92,80,69,65,72
144,133,108,93,80,69,65,72
144,133,108,93,80,70,65,72
143,133,108,93,80,70,65,72
143,133,108,93,81,70,65,71
142,133,108,93,81,70,65,71
142,133,109,93,81,70,65,71
141,133,109,93,81,70,65,71
141,133,109,94,81,70,65,71
141,133,109,94,81,70,65,71
140,134,109,94,81,70,64,70
140,134,109,94,81,70,64,70
139,134,109,94,82,70,64,70
139,134,109,94,82,70,64,70
138,134,110,94,82,70,64,70
138,134,110,95,82,70,64,69
138,134,110,95,82,71,64,69
137,134,110,95,82,71,64,69
137,134,110,95,82,71,64,69
136,134,110,95,83,71,64,69
136,134,110,95,83,71,64,69
135,133,110,95,83,71,64,68
135,133,110,96,83,71,64,68
135,133,111,96,83,71,64,68
134,133,111,96,83,71,64,68
134,133,111,96,83,71,64,68
133,133,111,96,83,71,64,68
133,133,111,96,84,71,64,67
132,133,111,96,84,72,64,67
132,133,111,96,84,72,64,67
132,133,111,97,84,72,64,67
131,133,111,97,84,72,64,67
131,133,112,97,84,72,64,67
130,133,112,97,84,72,64,66
130,133,112,97,85,72,64,66
129,133,112,97,85,72,64,66
129,133,112,97,85,72,64,66
129,133,112,98,85,72,64,66
128,133,112,98,85,72,64,66
128,133,112,98,85,73,64,65
127,133,112,98,85,73,64,65
127,133,112,98,85,73,64,65
126,132,112,98,86,73,64,65
126,132,113,98,86,73,64,65
126,132,113,99,86,73,64,65
125,132,113,99,86,73,64,65
125,132,113,99,86,73,64,64
124,132,113,99,86,73,64,64
124,132,113,99,86,73,64,64
123,132,113,99,87,74,64,64
123,132,113,99,87,74,64,64
123,132,113,99,87,74,64,64
122,132,113,100,87,74,64,64
122,131,113,100,87,74,64,63
121,131,113,100,87,74,64,63
121,131,113,100,87,74,64,63
120,131,114,100,88,74,64,63
120,131,114,100,88,75,64,63
120,131,114,100,88,75,64,63
119,131,114,100,88,75,64,63
119,131,114,101,88,75,64,63
118,130,114,101,88,75,64,62
118,130,114,101,88,75,64,62
117,130,114,101,89,75,64,62
117,130,114,101,89,75,64,62
117,130,114,101,89,75,64,62
116,130,114,101,89,76,64,62
116,130,114,101,89,76,64,62
115,129,114,102,89,76,64,62
115,129,114,102,89,76,64,62
114,129,114,102,89,76,64,61
114,129,114,102,90,76,64,61
114,129,115,102,90,76,64,61
113,129,115,102,90,76,64,61
113,129,115,102,90,77,65,61
112,128,115,102,90,77,65,61
112,128,115,102,90,77,65,61
111,128,115,103,90,77,65,61
111,128,115,103,91,77,65,61
111,128,115,103,91,77,65,61
110,128,115,103,91,77,65,60
110,127,115,103,91,78,65,60
109,127,115,103,91,78,65,60
109,127,115,103,91,78,65,60
108,127,115,103,91,78,65,60
108,127,115,103,92,78,65,60
107,126,115,104,92,78,65,60
107,126,115,104,92,78,65,60
107,126,115,104,92,78,65,60
106,126,115,104,92,79,65,60
106,126,115,104,92,79,66,60
105,126,115,104,92,79,66,60
105,125,115,104,93,79,66,60
104,125,115,104,93,79,66,59
104,125,115,104,93,79,66,59
104,125,115,104,93,79,66,59
103,125,115,105,93,80,66,59
103,124,115,105,93,80,66,59
102,124,115,105,93,80,66,59
102,124,115,105,94,80,66,59
101,124,115,105,94,80,66,59
101,123,115,105,94,80,66,59
101,123,115,105,94,80,67,59
100,123,115,105,94,81,67,59
100,123,115,105,94,81,67,59
99,123,115,105,94,81,67,59
99,122,115,106,95,81,67,59
98,122,115,106,95,81,67,59
98,122,115,106,95,81,67,59
98,122,115,106,95,82,67,59
97,122,115,106,95,82,67,59
97,121,115,106,95,82,67,59
96,121,115,106,95,82,68,59
96,121,115,106,95,82,68,59
95,121,115,106,96,82,68,58
95,120,115,106,96,82,68,58
95,120,115,106,96,83,68,58
94,120,115,107,96,83,68,58
94,120,115,107,96,83,68,58
93,119,115,107,96,83,68,58
93,119,115,107,96,83,68,58
92,119,115,107,97,83,68,58
92,119,115,107,97,83,69,58
92,118,115,107,97,84,69,58
91,118,115,107,97,84,69,58
91,118,115,107,97,84,69,58
90,118,115,107,97,84,69,58
90,117,115,107,97,84,69,58
89,117,115,107,97,84,69,58
89,117,115,107,98,85,69,58
89,117,115,107,98,85,70,58
88,116,115,108,98,85,70,58
88,116,115,108,98,85,70,58
87,116,115,108,98,85,70,58
87,116,115,108,98,85,70,58
86,115,114,108,98,86,70,58
86,115,114,108,99,86,70,58
86,115,114,108,99,86,70,58
85,115,114,108,99,86,71,58
85,114,114,108,99,86,71,58
84,114,114,108,99,86,71,59
84,114,114,108,99,86,71,59
83,114,114,108,99,87,71,59
83,113,114,108,99,87,71,59
83,113,114,108,100,87,71,59
82,113,114,108,100,87,72,59
82,113,114,108,100,87,72,59
81,112,114,109,100,87,72,59
81,112,114,109,100,88,72,59
80,112,114,109,100,88,72,59
80,112,114,109,100,88,72,59
80,111,114,109,100,88,72,59
79,111,113,109,100,88,73,59
79,111,113,109,101,88,73,59
78,110,113,109,101,89,73,59
78,110,113,109,101,89,73,59
77,110,113,109,101,89,73,59
77,110,113,109,101,89,73,59
77,109,113,109,101,89,73,59
76,109,113,109,101,89,74,59
76,109,113,109,101,89,74,59
75,109,113,109,102,90,74,59
75,108,113,109,102,90,74,60
74,108,113,109,102,90,74,60
74,108,113,109,102,90,74,60
74,107,112,109,102,90,75,60
73,107,112,109,102,90,75,60
73,107,112,109,102,91,75,60
72,107,112,109,102,91,75,60
72,106,112,109,102,91,75,60
71,106,112,109,103,91,75,60
71,106,112,109,103,91,76,60
71,105,112,109,103,91,76,60
70,105,112,109,103,92,76,60
70,105,112,110,103,92,76,60
69,105,112,110,103,92,76,61
69,104,111,110,103,92,76,61
68,104,111,110,103,92,76,61
68,104,111,110,103,92,77,61
68,103,111,110,103,93,77,61
67,103,111,110,104,93,77,61
67,103,111,110,104,93,77,61
66,103,111,110,104,93,77,61
66,102,111,110,104,93,77,61
65,102,111,110,104,93,78,61
65,102,110,110,104,93,78,62
65,101,110,110,104,94,78,62
64,101,110,110,104,94,78,62
64,101,110,110,104,94,78,62
63,101,110,110,104,94,79,62
63,100,110,110,105,94,79,62
62,100,110,110,105,94,79,62
62,100,110,110,105,95,79,62
62,99,110,110,105,95,79,63
61,99,109,110,105,95,79,63
61,99,109,110,105,95,80,63
60,99,109,110,105,95,80,63
60,98,109,110,105,95,80,63
59,98,109,110,105,96,80,63
59,98,109,110,105,96,80,63
59,97,109,110,105,96,80,63
58,97,109,110,106,96,81,64
58,97,108,110,106,96,81,64
57,96,108,110,106,96,81,64
57,96,108,110,106,96,81,64
56,96,108,110,106,97,81,64
56,96,108,110,106,97,82,64
56,95,108,110,106,97,82,64
55,95,108,110,106,97,82,64
55,95,107,110,106,97,82,65
54,94,107,110,106,97,82,65
54,94,107,110,106,98,82,65
53,94,107,110,106,98,83,65
53,94,107,109,106,98,83,65
53,93,107,109,107,98,83,65
52,93,107,109,107,98,83,66
52,93,106,109,107,98,83,66
51,92,106,109,107,98,84,66
51,92,106,109,107,99,84,66
50,92,106,109,107,99,84,66
50,91,106,109,107,99,84,66
50,91,106,109,107,99,84,66
49,91,106,109,107,99,84,67
49,91,105,109,107,99,85,67
48,90,105,109,107,99,85,67
48,90,105,109,107,100,85,67
47,90,105,109,107,100,85,67
47,89,105,109,107,100,85,67
47,89,105,109,107,100,86,68
46,89,105,109,108,100,86,68
46,89,104,109,108,100,86,68
45,88,104,109,108,100,86,68
45,88,104,109,108,101,86,68
44,88,104,109,108,101,87,68
44,87,104,109,108,101,87,69
44,87,104,109,108,101,87,69
43,87,103,109,108,101,87,69
43,86,103,109,108,101,87,69
42,86,103,109,108,101,87,69
42,86,103,109,108,102,88,69
41,86,103,108,108,102,88,70
41,85,103,108,108,102,88,70
41,85,103,108,108,102,88,70
40,85,102,108,108,102,88,70
40,84,102,108,108,102,89,70
39,84,102,108,108,102,89,71
39,84,102,108,108,103,89,71
38,84,102,108,108,103,89,71
